Number,Name,Address,Latitude,Longitude
182,182 - BOILEAU,BOILEAU - BOULEVARD SAINT MICHEL / SINT-MICHIELSLAAN,50.83168,4.404769
220,220 - LUTHER KING,LUTHER KING - BD MAURICE CAREME 30 / MAURICE CAREMELAAN 30,50.824867,4.287059
142,142 - BIENFAITEURS/WELDOENERS,BIENFAITEURS/WELDOENERS - AVENUE ROGIER / ROGIERLAAN 269/271,50.857319,4.386724
96,096 - HOTEL PRESIDENT,HOTEL PRESIDENT/PRESIDENT HOTEL - BOULEVARD DU ROI ALBERT II/KONING ALBERT-II LAAN,50.863875,4.358708
119,119 - PAQUOT/PACQUOT,PAQUOT -  RUE JEAN PAQUOT (44 A 48) /JEAN PAQUOTSTRAAT (44 T.E.M 48),50.82559,4.379555
264,264 - NOTRE DAME/ONZE LIEVE VROUW,NOTRE DAME / ONZE LIEVE VROUW - AV NOTRE DAME 53 A 61 / ONZE LIEVE VROUWLAAN 53 TOT 61,50.870983,4.397506
207,207 - BIESTEBROECK / BIESTEBROEK,BIESTEBROECK / BIESTEBROEK - CHEE DE MONS (FACE AU 518-526) / BERGENSESTEENWEG (TEGENOVER 518-526),50.833424,4.313378
180,180 - JOURDAN,JOURDAN - RUE FROISSART (FACE 3 - 5) / FROISSARTSTRAAT (TEGENOVER 3 - 5),50.837726,4.381565
254,254 - BASILIQUE / BASILIEK,BASILIQUE / BASILIEK - AV JACQUES SERMON / JACUES SERMONLAAN,50.867393,4.320344
310,310 - SAINT-VINCENT / SINT-VINCENTIUS,SAINT VINCENT / SINT-VINCENTIUS - RUE STROOBANTS/STROOBANTSSTRAAT,50.88058,4.401674
63,063 - JULES CESAR,JULES CESAR - AVENUE DE TERVUREN DEVANT / TERVURENLAAN VOOR 278,50.834705,4.421643
290,290 - GARE DE CALEVOET / KALEVOET STATION,GARE DE CALEVOET / KALEVOET STATION - CHEE D'ALSEMBERG / ALSEMBERGSESTEENWEG 1006,50.79158,4.332669
124,124 - CHARLES GRAUX,CHARLES GRAUX - CHAUSSEE DE WATERLOO (DEVANT N° 585 - 587)/ WATERLOOSESTEENWEG (N° 585 - 587),50.818283,4.363568
172,172 - AEROPOLIS,AEROPOLIS - CHAUSSEE D'HAECHT (FACE 586) / HAACHTSESTEENWEG (TEGENOVER 586),50.869764,4.388191
156,156 - JAMBLINE DE MEUX/JAMBLINNE DE MEUX,JAMBLINE DE MEUX - PLACE JAMBLINNE DE MEUX / JAMBLINNE DE MEUXPLEIN 43 - 44 - 45,50.847158,4.393255
91,091 - BELGICA,BELGICA - PLACE WERRIE/ WERRIEPLEIN 24,50.867773,4.335217
337,337 - SHOPPING,SHOPPING - BD DE LA WOLUWE,50.843779,4.437698
311,311 - DELTA,DELTA - BD DES INVALIDES / INVALIDENLAAN,50.818322,4.404122
70,070 - AURORE/DAGERAAD,AURORE/DAGERAAD - AVENUE LOUISE/LOUIZALAAN 440,50.818113,4.371446
5,005 - BOURSE / BEURS,BOURSE / BEURS - RUE PAUL DEVAUX/PAUL DEVAUXSTRAAT,50.848893,4.349396
244,244 - BOIS DE LA CAMBRE,BOIS DE LA CAMBRE - AV WINSTON CHURCHIL 254 / WINSTON CHURCHILLAAN 254,50.81218,4.368321
322,322 - PARC DU ROI BAUDOUIN / BOUDEWIJNPARK,PARC DU ROI BAUDOUIN / BOUDEWIJNPARK - RUE JEAN BAPTISTE MOYENSSTRAAT 400,50.889523,4.315953
170,170 - RIGA,RIGA - SQUARE FRANCOIS RIGA / FRANCOIS RIGASQUARE,50.87453,4.385378
14,014 - PORTE DE NAMUR / NAAMSEPOORT,PORTE DE NAMUR/NAAMSEPOORT - BOULEVARD DE WATERLOO 2,50.838816,4.361557
298,298 - HALL DES SPORTS,HALL DES SPORTS - AV DES 9 PROVINCES / 9 PROVINCIES LAAN / RUE VANDERVEKEN/STRAAT,50.877082,4.301232
20,020 - PALAIS ROYAL / KONINKLIJK PALEIS,PALAIS ROYAL/KONINGSSTRAAT PALEIS - RUE ROYALE (DEVANT N°14)/KONINKLIJKESTRAAT (N°14),50.843613,4.360628
107,107 - DEFACQZ,DEFACQZ - RUE DEFACQZ/ DEFACQZSTRAAT 25-27-29,50.827652,4.359031
281,281 - ATOMIUM,ATOMIUM - BOULEVARD DU CENTENAIRE / EEUWFEESTLAAN,50.895485,4.341311
209,209 - VEEWEYDE / VEEWEIDE,VEEWEYDE / VEEWEIDE - BD THEO LAMBERT (FACE 5 a 9) / THEO LAMBERTLAAN (TEGENOVER ( tot 9),50.828602,4.299621
211,211 - METRO CERIA,METRO CERIA - CH DE MONS (FACE AU 1292 a 1284) / BERGENSESTEENWEG (TEGENOVER 1292 TOT 1284),50.816528,4.290832
364,364 - DOCKS BRUXSEL,DOCKS BRUXSEL - AVENUE JULES VAN PRAETLAAN,50.879086,4.374729
127,127 - GRAY/GRAY,GRAY - RUE DES DEUX PONTS (FACE 4)/ TWEEBRUGGENSTRAAT (TEGENOVER 4),50.832194,4.377694
108,108 - FLAGEY,FLAGEY - PLACE FLAGEY (FACE 11)/EUGENE FLAGEYPLEIN (TEGENOVER 11),50.828012,4.371756
34,034 - FONTAINAS,FONTAINAS - BLD ANSPACH N°180 A 192/ANSPACHLAAN N°180 TOT 192,50.84563,4.346942
230,230 - BERKENDAEL / BERKENDAAL,BERKENDAEL / BERKENDAAL - AVENUE ALBERT / ALBERTLAAN 134,50.818382,4.346061
144,144 - SAINTE-MARIE/SINTE-MARIA,SAINTE MARIE/SINTE-MARIA - RUE ROYALE/ KONINGSSTRAAT 257 - 259,50.85778,4.368144
336,336 - KRAAINEM,KRAAINEM - AV DE WEZEMBEEK 7A,50.848578,4.459038
105,105 - DE HENNIN,DE HENNIN -  CHAUSSEE D'IXELLES/ELSENSE STEENWEG 254 - 260,50.830077,4.369545
224,224 - ROCHEFORT,ROCHEFORT - AV. WIELEMANS CEUPPENS LAAN 184-190,50.824352,4.334465
89,089 - ATHENEE DE JETTE/ATHENEUM VAN JETTE,ATHENEE DE JETTE/ATHENEUM VAN JETTE - AVENUE DE LEVIS MIREPOIX / DE LEVIS MIREPOIXLAAN 100,50.8711927450574,4.32992476563641
164,164 - KENNIS,KENNIS - BOULEVARD LAMBERMONT (20 M APRES 284)/LAMBERMONTLAAN   (20 M NA N° 284),50.867643,4.385817
328,328 - HEYDENBERG,HEYDENBERG - AV HEYDENBERG FACE 99-101,50.849386,4.41712
250,250 - SAINTE-ELISABETH,SAINTE-ELISABETH - AV DE FRE CROISEMENT CH DE WATERLOO / DEFRELAAN - WATERLOOSESTEENWEG,50.80534,4.372123
52,052 - SAINCTELETTE,SAINCTELETTE - PLACE SAINCTELETTE/SAINCTELETTEPLEIN,50.859212,4.34551
15,015 - MONTGOMERY,MONTGOMERY - AVENUE DE TERVUREN / TERVURENLAAN 136-138,50.837036,4.406826
90,090 - BROUSTIN,BROUSTIN - AV DE JETTE/ JETSELAAN 73 - 81,50.867448,4.326807
194,194 - STUYVENBERG,AVENUE HOUBA DE STROOPER LAAN 30-32,50.885885,4.342003
218,218 - DELACROIX,DELACROIX - RUE DE BIRMINGHAM 96 / BIRMINGHAMSTRAAT 96,50.845978218314,4.3232258415201
150,150 - MEISER/MEISER,MEISER - PLACE GENERAL MEISER (FACE 1 - 3) / GENERAAL MEISERPLEIN (TEGENOVER 1 - 3),50.854654,4.398451
203,203 - DEMOSTHENE,DEMOSTHENE - BD PRINCE DE LIEGE / PRINS VAN LUIKLAAN 216-218-220,50.84045,4.305055
11,011 - SABLON / ZAVEL,SABLON / ZAVEL - RUE DE LA REGENCE / REGENTSCHAPSSTRAAT 20,50.8405,4.356878
25,025 - PORTE D'ANDERLECHT,PORTE D'ANDERLECHT - BD DE L'ABATTOIR 43-44,50.845769,4.338961
349,349 - FONSNY,FONSNY - AVENUE FONSNY EN FACE DES DEBOUCHES DES RUES COENRAETS ET J. CLAES,50.833444,4.334857
87,087 - MIROIR/SPIEGEL,MIROIR/SPIEGEL - AVENUE DE LAEKEN (FACE 36) / LAKENSE LAAN (TEGENOVER 36),50.871391,4.323914
152,152 - PLACE DAILLY/DAILLYPLEIN,PLACE DAILLY / DAILLYPLEIN - PLACE DAILLY / DAILLYPLEIN 24 - 25,50.852389,4.387373
286,286 - BENS,BENS - CHEE D'ALSEMBERG DEVANT LE 617 / ALSEMBERSESTEENWEG VOOR 617,50.8081,4.336816
24,024 - ROGIER / ROGIER,ROGIER - BOULEVARD DU JARDIN BOTANIQUE/KRUIDTUINLAAN,50.855268,4.358717
188,188 - OSSEGHEM,OSSEGHEM -  AVENUE MAHATMA GANDHI/ MAHATMA GANDHILAAN 10,50.857235,4.324354
198,198 - SCHEUT,SCHEUT - CHEE DE NINOVE (FACE 441) / NINOOFSESTEENWEG (TEGENOVER 441),50.847649,4.307714
265,265 - EVERE SHOPPING,EVERE SHOPPING - AV DES LOISIRS / VRIJETIJDSLAAN,50.867241,4.40287
356,356 - CENTRE SPORTIF,CENTRE SPORTIF - AVENUE JULES DU JARDIN FACE AU N°45 (ROND POINT DU TIBET),50.829715,4.455151
223,223 - WIELS,WIELS - AV.WIELEMANS CEUPPENS/LAAN 7,50.824055,4.326376
253,253 - REINE FABIOLA / KONINGIN FABIOLA,REINE FABIOLA / KONINGIN FABIOLA - AV PIETER GODEFROY / PIETER GODEFROYLAAN,50.872475,4.314266
59,059 - PLACE ST-JOSSE/ST-JOOSTPLEIN,PLACE ST-JOSSE/ST-JOOSTPLEIN  -  RUE WILLEMS (FACE 5 - 11) / WILLEMSSTRAAT (TEGENOVER 5 - 11),50.849681,4.375312
179,179 - CELTES/KELTEN,CELTES/KELTEN - AVENUE DE TERVUEREN (FACE AU 17) / TERVURENLAAN (TEGENOVER 17),50.839217,4.398015
151,151 - LOUVAIN 488-494/LEUVEN 488-494,LOUVAIN / LEUVEN - CHAUSSEE DE LOUVAIN - LEUVENSESTEENWEG  488-494,50.853518,4.392491
255,255 - SACRE-COEUR DE GANSHOREN,SACRE-COEUR DE GANSHOREN / HEILIGE HART VAN GANSHOREN - AV CHARLESQUINT,9 / KEISERKARELLAAN,9,50.868011,4.313968
176,176 - COLONEL BOURG/KOLONEL BOURG,COLONEL BOURG/KOLONEL BOURG - RUE COLONEL BOURG/ KOLONEL BOURGSTRAAT 104,50.852356,4.408635
42,042 - PORTE DE NINOVE /NINOOFSEPOORT,PORTE DE NINOVE/NINOOFSEPOORT - PLACE DE NINOVE/NINOOFSEPLEIN/SUR BLD DE L'ABATTOIR/OP SLACHTHUISLAAN,50.84851,4.338064
115,115 - PETITE SUISSE/KLEIN ZWITSERLAND,PETITE SUISSE / KLEIN ZWITSERLAND - PLACE DE LA PETITE SUISSE (FACE 16-18) / KLEIN ZWITSERLANDPLEIN (TEGENOVER 16 - 18),50.8178067955119,4.38546967650475
75,075 - GENERAL BARON/GENERAAL BARON,GENERAL BARON/GENERAAL BARON - AV DU PARC / PARKLAAN 51 - 55,50.825888,4.340388
196,196 - PRINCE DE LIEGE / PRINS VAN LUIK,PRINCE DE LIEGE / PRINS VAN LUIK - CHEE DE NINOVE (FACE 629) / NINOOFSESTEENWEG (TEGENOVER 629),50.846874,4.29817
80,080 - CERES,CERES - AV. F. ROOSEVELT/F. ROOSEVELTLAAN 14,50.814852,4.376794
121,121 - ETANGS / VIJVERS,ETANGS / VIJVERS - RUE GUILLAUME STOCQ (FACE AU N° 1-3-5)/ GUILLAUME STOCQSTRAAT (TEGENOVER N° 1-3-5),50.823986,4.37379
95,095 - PLACE BOCKSTAEL/BOCKSTAELPLAATS,PLACE BOCKSTAEL/BOCKSTAELPLAATS - BLD EMILE BOCKSTAEL/EMILE BOCKSTAELLAAN 254,50.87808,4.34793
2,002 - ELOY/ELOY,ELOY - RUE ELOY / ELOYSTRAAT,50.836151,4.326019
51,051 - MIDI FONSNY/ZUID FONSNY,MIDI FONSNY/ZUID FONSNY - RUE D'ANGLETERRE / ENGELANDSTRAAT,50.835699,4.338826
201,201 - PETERBOS,PETERBOS - BD MARIA GROENINCKX DE MAY (FACE 26) / MARIA GROENINCKX DE MAYLAAN (TEGENOVER 26),50.8414,4.296013
81,081 - PONT BOCKSTAEL/BRUG BOCKSTAEL,PONT BOCKSTAEL/BRUG BOCKSTAEL - BLD EMILE BOCKSTAEL/EMILE BOCKSTAELLAAN 5,50.870259,4.343195
37,037 - POELAERT / POELAERT,POELAERT - PLACE POELAERT/POELAERTPLEIN 3,50.83795,4.353019
148,148 - GARE MEISER/MEISER STATION,GARE MEISER / MEISER STATION - AVENUE ROGIER/ ROGIERLAAN 377 - 379,50.855629,4.394807
262,262 - PLACE DE LA PAIX/VREDEPLAIN,PLACE DE LA PAIX / VREDEPLAIN - PLACE DE LA PAIX FACE 24 / VREDEPLEIN VOOR 24,50.87693,4.400722
71,071 - LEGRAND,LEGRAND - AV LOUISE/LOUIZALAAN 525,50.815019,4.371982
354,354 - TRIOMPHE / TRIOMF,TRIOMPHE - BD DU TRIOMPHE / TRIOMFLAAN  105 - 107,50.821557,4.402288
293,293 - KEYM,KEYM - AVENUE DU COLVERT,50.810528,4.40231
280,280 - HEYSEL / HEISEL,HEYSEL / HEISEL - AVENUE DE L'IMPERATRICE CHARLOTTE / KEIZERIN CHARLOTTELAAN,50.897522,4.334831
282,282 - CENTENAIRE / EEUWFEEST,CENTENAIRE / EEUWFEEST - BOULEVARD DU CENTENAIRE / EEUWFEESTLAAN,50.89097,4.344827
64,064 - VETERINAIRES,VETERINAIRES/VEEARTSEN - RUE DE FRANCE / FRANKRIJKSTRAAT,50.832749,4.331058
30,030 - LAEKEN / LAKEN,LAEKEN/LAKEN - RUE DE LAEKEN (ENTRE N° 119 ET 109) / LAKENSESTRAAT (TUSSEN N° 119 EN 109),50.853666,4.351771
68,068 - JEAN REY,JEAN REY - PLACE JEAN REY/JEAN REYPLAATS,50.840282,4.380131
222,222 - MERCKX,MERCKX - ROUTE DE LENNIK / LENNIKSEBAAN,50.8172462427287,4.28044544916521
33,033 - MORT SUBITE,MORT SUBITE - RUE MONTAGNE AUX-HERBES-POTAGERES (FACE N° 7)/WARMOESBERG (TEGENOVER N°7),50.848701,4.356055
85,085 - ETANGS NOIRS/ZWARTE VIJVERS,ETANGS NOIRS /ZWARTE VIJVERS - CHEE DE GAND/STEENWEG OP GENT,50.8572655240874,4.33236837868758
32,032 - DANSAERT,DANSAERT - RUE ANTOINE DANSAERT/ANTOINE DANSAERTSTRAAT 60-62-64,50.850176,4.346384
192,192 - AUBERGE DE JEUNESSE,AUBERGE DE JEUNESSE - RUE DELAUNOY/STRAAT ,67,50.851562,4.332924
340,340 - TOMBERG,AVENUE PAUL HYMANSLAAN,50.843617,4.425324
213,213 - LA ROUE / HET RAD,LA ROUE / HET RAD - CH DE MONS 1100-1106 / BERGENSESTEENWEG 1100-1106,50.821018,4.293865
128,128 - MUSEE DU TRAM,MUSEE DU TRAM - AVENUE DE TERVUREN / TERVURENLAAN,50.832355,4.432358
233,233 - PARC DUDEN / DUDEN PARK,PARC DUDEN / DUDEN PARK - AV VICTOR ROUSSEAU FACE 132 / VICTOR ROUSSEAULAAN VOOR 132,50.813858,4.330992
303,303 - VIEUX TILLEUL,VIEUX TILLEUL - AV DU BOIS DE LA CAMBRE FACE 113,50.807903,4.392756
258,258 - LIBERTE,LIBERTE - AV DE LA LIBERTE 44 / VRIJHEIDSLAAN,44,50.862152,4.323353
259,259 - NOVILLE,NOVILLE - SQ NOVILLE,50.859608,4.33409
28,028 - CLEMENCEAU / CLEMENCEAU,CLEMENCEAU - CHEE DE MONS/ BERGENSE STEENWEG 159-161-163,50.842005,4.3305
160,160 - ELISA,ELISA - PLACE PRINCESSE ELISABETH / PRINSES ELISABETHPLEIN 8 - 19,50.877501,4.380315
92,092 - LENOIR,LENOIR - BLD DE SMET DE NAEYER/DE SMET DE NAEYERLAAN 187 - 189,50.875826,4.329921
145,145 - COTEAUX/WIJNHEUVELEN,COTEAUX/WIJNHEUVELEN - AVENUE ROGIER / ROGIERLAAN 128,50.859096,4.379117
297,297 - TEN REUKEN,TEN REUKEN - BD DU SOUVERAIN FACE 76,50.804775,4.426387
296,296 - GARE DE BOITSFORT,GARE DE BOITSFORT / BOSVOORDE STATION - CHEE DE LA HULPE DVT 187 / HULPSESTEENWEG 187,50.79528,4.40832
317,317 - GEYSKENS,GEYSKENS - AVENUE ISIDORE GEYSKENSLAAN FACE/TEGENOVER 108,50.82015,4.4222
110,110 - RODIN,RODIN - AVENUE DE LA COURONNE (DEVANT 145 D) / KROONLAAN (N° 145 D),50.826992,4.382379
314,314 - HERRMANN DEBROUX,HERRMANN DEBROUX - AV HERRMANN DEBROUXLAAN,50.812325,4.427962
325,325 - HANKAR,HANKAR - CHEE DE WAVRE / WAVERSESTEENWEG 1208,50.821441,4.406925
76,076 - PLACE VAN MEENEN/VAN MEENENPLEIN,PLACE VAN MEENEN/VAN MEENENPLEIN - AV PAUL DEJAER (FACE 35 - 39) / PAUL DEJAERLAAN (TEGENOVER 35 - 39),50.825749,4.345165
102,102 - MUSEUM/MUSEUM,MUSEUM - CHAUSSEE DE WAVRE (FACE 229 - 233)  /  WAVERSESTEENWEG (TEGENOVER 229 - 233),50.83579,4.375782
288,288 - HOUZEAU,HOUZEAU - AVENUE HOUZEAU 21 / HOUZEAULAAN 21,50.80351,4.3589
346,346 - RECHERCHE,RECHERCHE - ROUTE DE LENNIK N°788,50.81591,4.2737
53,053 - GARE DU MIDI / ZUIDSTATION,GARE DU MIDI / ZUIDSTATION - PLACE VICTOR HORTA / VICTOR HORTAPLEIN,50.837499,4.335947
136,136 - PAVILLON/PAVILJOEN,PAVILLON/PAVILJOEN - PLACE PAVILLON /PAVILJOENPLAATS 92-94-96,50.869809,4.371808
146,146 - LEOPOLD III/LEOPOLD III,LEOPOLD III -  BOULEVARD LEOPOLD III / LEOPOLD III-LAAN,50.859243,4.401022
120,120 - BLYCKAERTS,BLYCKAERTS - PLACE RAYMOND BLYCKAERTS/RAYMOND BLYCKAERTSPLEIN,50.832872,4.37483
353,353 - BEAULIEU,BEAULIEU - RUE JULES COCKX / JULES COCKXSTRAAT,50.815681,4.40812
324,324 - THOMAS BALIS,THOMAS BALIS - CHEE DE WAVRE 1395 à 1403 / WAVERSESTEENWEG 1395 TOT 1403,50.819641,4.412926
309,309 - SQUARE DU CENTENAIRE,SQUARE DU CENTENAIRE / EEUWFEESTSQUARE- SQUARE DU CENTENAIRE,50.87521,4.317954
226,226 - UNION/UNIE,UNION/UNIE - BD DE LA DEUXIEME ARMEE BRITANNIQUE / BRITS TWEEDELEGERLAAN 8 - 2,50.819939,4.325277
141,141 - GARE DU NORD/NOORDSTATION,GARE DU NORD/NOORDSTATION - PLACE SIMON BOLIVAR/ SIMON BOLIVARLAAN,50.8607543151327,4.358885700202
248,248 - PRINCE DE LIGNE / PRINCE LIJN,PRINCE DE LIGNE / PRINCE LIJN - CHEE DE WATERLOO FACE 1170 / WATERLOOSESTEENWEG VOOR 1170,50.795704,4.373631
55,055 - BOTANIQUE/KRUIDTUIN,BOTANIQUE/KRUIDTUIN - AVENUE GALILEE/GALILEELAAN,50.853248,4.366188
348,348 - HANSEN-SOULIE,HANSEN-SOULIE - AVENUE HANSEN-SOULIE 42,50.831078,4.398546
327,327 - SIBELGA,SIBELGA - QUAI DES USINES / WERKHUIZENKAAI 16,50.874082,4.362205
19,019 - PLACE MORICHAR/MORICHARPLEIN,PLACE MORICHAR / MORICHARPLEIN - RUE DES ETUDIANTS/ STUDENTENSTRAAT 32 - 34,50.828046,4.347596
149,149 - JULES LEBRUN,JULES LEBRUN - CHAUSSEE DE LOUVAIN (FACE 593) / LEUVENSE STEENWEG (TEGENOVER 593),50.856208,4.403386
46,046 - ALBERTINE / ALBERTINA,ALBERTINE/ALBERTINA - BLD DE L'EMPEREUR/KEIZERSLAAN 3,50.843892,4.355012
289,289 - SQUARE GEORGES MARLOWSQUARE,SQUARE GEORGES MARLOWSQUARE - SQUARE MARLOW FACE 3-4-5 / MARLOWSQUARE VOOR 3-4-5,50.801816,4.340738
299,299 - SAINT-ADRIEN,SAINT-ADRIEN - AV DU PESAGE N°21,50.809355,4.386606
273,273 - TAMARIS,TAMARIS - BD METTEWIE LAAN VOOR/FACE 71,50.854824,4.306209
8,008 - ARTS-LOI / KUNST-WET,ARTS-LOI/KUNST-WET -  AVENUE DES ARTS/KUNSTLAAN 24,50.845683,4.368582
36,036 - PLACE ST JEAN / SINT-JANSPLEIN,PLACE ST JEAN/SINT-JANSPLEIN - RUE DU LOMBARD/LOMBARDSTRAAT 42,50.845124,4.351486
3,003 - PORTE DE FLANDRE / VLAAMSEPOORT,PORTE DE FLANDRE/VLAAMSEPOORT - BLD DE NIEUPORT/NIEUWPOORTLAAN 1,50.853203,4.341823
261,261 - CONSCIENCE,CONSCIENCE - AVENUE HENRI CONSCIENCE / HENRI CONSCIENCELAAN 83,50.86879,4.399587
284,284 - CLAESSENS,CLAESSENS - RUE CLAESSENS FACE 7 / CLAESSENSSTRAAT VOOR 7,50.873085,4.35859
247,247 - STALLE,STALLE - RUE DE STALLE PROLONGEE/VERLENGDE STALLESTRAAT,50.79586,4.32058
331,331 - GEORGES HENRI,GEORGES HENRI - AV GEORGES HENRI,50.842319,4.406295
10,010 - CHAPELLE / KAPEL,CHAPELLE/KAPEL - PLACE DE LA CHAPELLE/KAPELLEPLEIN,50.841345,4.351729
163,163 - CHAZAL/CHAZAL,CHAZAL - AVENUE ERNEST CAMBIER (FACE 7)/ ERNEST CAMBIERLAAN (TEGENOVER 7),50.859112,4.39157
210,210 - MARIUS RENARD,MARIUS RENARD - AV CHARLES DE TOLLENAERE (FACE 60) - CHARLES DE TOLLENAERELAAN (TEGENOVER 60),50.827873,4.288707
306,306 - HEMBEEK,HEMBEEK - ANGLE AV DES CROIX DE FEU / VUURKRUISENLAAN 7-9,50.889073,4.375073
326,326 - ADEPS,ADEPS - CHEE DE WAVRE / WAVERSESTEENWEG 2057,50.809406,4.443777
334,334 - MARCEL THIRY,MARCEL THIRY - AV MARCEL THIRY FACE 23,50.855593,4.439625
78,078 - DUC PETIAUX,DUC PETIAUX - CHAUSSEE DE WATERLOO/ WATERLOOSESTEENWEG 376 - 370,50.823699,4.351623
31,031 - MUSEE DE LA BD / STRIPMUSEUM,MUSEE DE LA BD/STRIPMUSEUM - BOULEVARD DE BERLAIMONT/DE BERLAIMONTLAAN,50.850303,4.360706
6,006 - GARE CENTRALE/CENTRAAL STATION,GARE CENTRALE/CENTRAAL STATION - BLD DE L'IMPERATRICE/KEIZERINLAAN,50.845333,4.356475
215,215 - CUREGHEM / KUREGEM,CUREGHEM / KUREGEM - AV RAYMOND VANDER BRUGGEN / VANDEN BRUGGENLAAN,50.836864,4.317321
21,021 - DE BROUCKERE,DE BROUCKERE - PLACE DE BROUCKERE/DE BROUCKEREPLEIN,50.85223,4.35316
13,013 - LEMONNIER,LEMONNIER - BLD. MAURICE LEMONNIER/DE MAURICE LEMONNIERLAAN 202-204-206,50.840184,4.341324
22,022 - JACQMAIN,JACQMAIN - BLD. D'ANVERS / ANTWERPSELAAN 4,50.85587,4.35585
113,113 - ABBAYE DE LA CAMBRE / ABDIJ TER KAMEREN,ABBAYE DE LA CAMBRE/ABDIJ TER KAMEREN - AVENUE EMILE DURAY (FACE AU N° 2) /EMILE DURAYLAAN (TEGENOVER N° 2),50.820042,4.374785
294,294 - WIENER,WIENER - PLACE WIENER 2 / WIENERPLAATS 2,50.798344,4.419014
241,241 - STATUAIRES/BEELDHOUWWERK,STATUAIRES/BEELDHOUWWERK - AVENUE DE FRE/DE FRELAAN 62,50.803917,4.349116
237,237 - PARVIS ST ANTOINE,PARVIS ST ANTOINE / ST ANTONIUS VOORPLEIN - RUE DE MERODE/MERODESTRAAT 290,50.827972,4.330705
4,004 - JARDIN AUX FLEURS / BLOEMENHOF,JARDIN AUX FLEURS/BLOEMENHOF - PLACE DU JARDIN AUX FLEURS/BLOEMENHOFPLEIN - RUE DES 6 JETONS/ZES PENNIGENSTRAAT 71,50.8478648532058,4.34352099986983
216,216 - ARISTIDE BRIAND,ARISTIDE BRIAND - CH DE MONS 718 a 720 / BERGENSESTEENWEG 718 tot 720,50.828873,4.303918
126,126 - FABRY,FABRY - BOULEVARD DE LA WOLUWE / WOLUWELAAN 28,50.837288,4.43462
276,276 - CROIX DE GUERRES / OORLOGSKRUISEN,CROIX DE GUERRES / OORLOGSKRUISEN - AVENUE DES CROIX DE GUERRE / OORLOGSKRUISENLAAN 116,50.889748,4.380755
45,045 - STEPHANIE/STEFANIA,STEPHANIE/STEFANIA - AV LOUISE/LOUIZALAAN 61A-63-65,50.83308,4.35743
166,166 - GC ESSEGEM,GC ESSEGEM - RUE AMELIE GOMAND 51- 45,50.876205,4.337137
277,277 - VAN PRAET,VAN PRAET - AVENUE VAN PRAET / VAN PRAETLAAN,50.881588,4.373817
272,272 - SCHEUTBOS,SCHEUTBOS - BD METTEWIE/LAAN FACE/VOOR 419,50.850845,4.299659
236,236 -MAISON COMMUNALE DE FOREST/VORST GEMEENTEHUIS,MAISON COMMUNALE DE FOREST / VORST GEMEENTEHUIS - RUE SAINT DENIS 4 / SINT DENIJSSTRAAT 4,50.812328,4.318885
219,219 - VAN HELLEMONT,VAN HELLEMONT - RUE DE NEERPEDE 372-374 / NEERPEDESTRAAT 372-374,50.829491,4.286006
139,139 - LIEDTS,LIEDTS - PLACE LIEDTS (FACE AU 38)/ LIEDTSPLEIN (TEGENOVER 38),50.863872,4.366741
72,072 - ULB SOLBOSCH / VUB  SOLBOSCH,ULB SOLBOSCH / VUB SOLBOSCH - AV. F.ROOSEVELT/F.ROOSEVELTLAAN 19,50.812489,4.379203
341,341 - VOOT,VOOT - BD DE LA WOLUWE DVT 58,50.840942,4.436529
173,173 - BICHON,BICHON - PLACE BICHON / BICHONPLEIN,50.864656,4.394448